444,-0.06,-1.52
480,-0.06,-1.65
499,-0.06,-1.52
519,-0.06,-1.52
538,-0.05,-1.39
558,-0.05,-1.52
577,-0.05,-1.52
596,-0.06,-1.52
616,-0.07,-1.65
635,-0.06,-1.79
655,-0.06,-1.52
674,-0.06,-1.65
694,-0.07,-1.92
713,-0.07,-1.92
733,-0.07,-1.79
752,-0.07,-1.92
772,-0.08,-2.05
791,-0.07,-2.05
811,-0.07,-1.92
830,-0.07,-1.92
849,-0.07,-1.92
869,-0.07,-1.92
888,-0.07,-1.79
908,-0.07,-1.92
927,-0.07,-1.92
947,-0.07,-1.92
966,-0.07,-1.79
986,-0.07,-1.92
1005,-0.07,-1.79
1025,-0.07,-1.92
1044,-0.07,-1.79
1061,-0.07,-1.79
1081,-0.07,-1.79
1100,-0.07,-1.92
1120,-0.07,-1.92
1139,-0.07,-1.79
1159,-0.07,-1.79
1178,-0.07,-1.79
1198,-0.07,-1.79
1217,-0.07,-1.79
1236,-0.07,-1.79
1256,-0.07,-1.79
1275,-0.07,-1.92
1295,-0.07,-1.92
1314,-0.07,-1.79
1334,-0.07,-1.92
1353,-0.07,-1.92
1373,-0.07,-1.92
1392,-0.07,-1.79
1412,-0.07,-1.92
1431,-0.07,-1.92
1451,-0.07,-1.92
1470,-0.07,-1.79
1489,-0.07,-1.92
1509,-0.07,-1.92
1528,-0.07,-1.92
1548,-0.07,-1.79
1567,-0.07,-1.92
1587,-0.07,-1.92
1614,-0.08,-1.92
1634,-0.07,-1.92
1653,-0.07,-1.92
1673,-0.07,-1.92
1692,-0.07,-1.92
1712,-0.07,-1.79
1731,-0.07,-1.92
1751,-0.07,-1.92
1770,-0.07,-1.79
1789,-0.07,-1.79
1809,-0.08,-2.05
1828,-0.07,-1.79
1848,-0.07,-1.79
1867,-0.07,-1.79
1887,-0.07,-1.92
1906,-0.07,-1.79
1926,-0.09,-2.31
1946,-0.07,-1.92
1966,-0.07,-1.79
1985,-0.07,-1.92
2004,-0.07,-1.92
2040,-0.08,-2.18
2061,-0.08,-2.05
2080,-0.08,-2.05
2100,-0.08,-2.05
2119,-0.08,-2.05
2139,-0.07,-1.92
2158,-0.07,-1.92
2181,-0.07,-2.05
2200,-0.08,-2.05
2220,-0.07,-1.92
2239,-0.08,-2.05
2258,-0.08,-2.05
2278,-0.08,-1.92
2297,-0.07,-1.92
2317,-0.07,-1.92
2336,-0.07,-1.92
2356,-0.07,-1.92
2375,-0.07,-1.92
2395,-0.07,-2.05
2414,-0.07,-1.92
2434,-0.07,-1.92
2453,-0.07,-1.92
2472,-0.07,-1.92
2492,-0.07,-1.92
2511,-0.07,-1.92
2531,-0.07,-1.92
2551,-0.07,-1.92
2571,-0.07,-1.92
2590,-0.07,-1.92
2610,-0.07,-1.79
2629,-0.07,-1.92
2649,-0.07,-1.92
2668,-0.07,-1.92
2688,-0.07,-1.79
2707,-0.07,-1.92
2726,-0.07,-2.05
2749,-0.07,-1.92
2768,-0.07,-1.92
2788,-0.07,-1.92
2807,-0.07,-1.92
2827,-0.07,-1.92
2846,-0.07,-1.92
2866,-0.07,-1.92
2885,-0.07,-1.92
2905,-0.07,-1.92
2924,-0.07,-1.92
2944,-0.07,-1.92
2963,-0.07,-1.79
2982,-0.07,-1.79
3002,-0.07,-1.79
3021,-0.07,-1.79
3041,-0.07,-1.79
3060,-0.07,-1.79
3080,-0.06,-1.65
3099,-0.06,-1.65
3119,-0.07,-1.79
3138,-0.07,-1.65
3158,-0.06,-1.65
3177,-0.06,-1.65
3196,-0.06,-1.65
3216,-0.06,-1.65
3235,-0.06,-1.65
3255,-0.06,-1.52
3274,-0.06,-1.52
3298,-0.06,-1.52
3317,-0.06,-1.52
3337,-0.06,-1.52
3356,-0.06,-1.65
3376,-0.06,-1.39
3395,-0.06,-1.52
3415,-0.06,-1.52
3434,-0.06,-1.39
3453,-0.05,-1.52
3473,-0.06,-1.39
3492,-0.05,-1.52
3512,-0.05,-1.39
3531,-0.05,-1.39
3551,-0.05,-1.39
3570,-0.05,-1.39
3590,-0.05,-1.39
3609,-0.05,-1.39
3629,-0.05,-1.39
3648,-0.05,-1.39
3667,-0.05,-1.26
3708,-0.06,-1.52
3728,-0.06,-1.52
3747,-0.05,-1.39
3767,-0.05,-1.39
3786,-0.05,-1.39
3806,-0.05,-1.39
3825,-0.05,-1.26
3845,-0.05,-1.26
3864,-0.05,-1.26
3888,-0.05,-1.26
3907,-0.05,-1.26
3927,-0.05,-1.39
3946,-0.05,-1.26
3965,-0.05,-1.26
3985,-0.05,-1.26
4004,-0.05,-1.26
4024,-0.05,-1.26
4043,-0.05,-1.26
4063,-0.05,-1.26
4082,-0.05,-1.26
4102,-0.05,-1.26
4121,-0.05,-1.26
4141,-0.05,-1.26
4160,-0.05,-1.26
4179,-0.05,-1.26
4199,-0.05,-1.26
4218,-0.05,-1.26
4238,-0.05,-1.26
4257,-0.05,-1.26
4277,-0.05,-1.26
4296,-0.05,-1.26
4316,-0.05,-1.26
4335,-0.05,-1.26
4355,-0.05,-1.26
4374,-0.05,-1.26
4393,-0.05,-1.26
4413,-0.05,-1.26
4436,-0.05,-1.26
4456,-0.05,-1.26
4475,-0.05,-1.26
4495,-0.05,-1.26
4514,-0.05,-1.26
4534,-0.05,-1.26
4553,-0.04,-1.26
4573,-0.05,-1.26
4592,-0.05,-1.26
4612,-0.05,-1.26
4631,-0.04,-1.26
4651,-0.05,-1.26
4670,-0.05,-1.26
4689,-0.05,-1.26
4709,-0.05,-1.26
4728,-0.05,-1.26
4748,-0.05,-1.26
4767,-0.05,-1.26
4787,-0.05,-1.26
4806,-0.05,-1.26
4826,-0.05,-1.26
4845,-0.05,-1.26
4865,-0.05,-1.26
4884,-0.05,-1.26
4903,-0.05,-1.26
4924,-0.05,-1.26
4943,-0.05,-1.12
4963,-0.05,-1.26
4982,-0.05,-1.26
5017,-0.05,-1.39
5040,-0.05,-1.26
5061,-0.05,-1.26
5083,-0.05,-1.26
5105,-0.05,-1.26
5127,-0.05,-1.12
5148,-0.05,-1.26
5171,-0.05,-1.26
5192,-0.05,-1.26
5214,-0.05,-1.26
5236,-0.05,-1.26
5258,-0.05,-1.12
5279,-0.05,-1.26
5302,-0.05,-1.26
5323,-0.05,-1.12
5345,-0.05,-1.26
5367,-0.05,-1.39
5395,-0.05,-1.39
5432,-0.05,-1.39
5453,-0.05,-1.39
5476,-0.05,-1.26
5497,-0.05,-1.26
5519,-0.05,-1.26
5541,-0.05,-1.26
5563,-0.05,-1.26
5584,-0.05,-1.26
5607,-0.04,-1.12
5628,-0.05,-1.26
5654,-0.05,-1.26
5676,-0.05,-1.26
5697,-0.05,-1.39
5720,-0.05,-1.26
5741,-0.05,-1.12
5763,-0.05,-1.26
5784,-0.05,-1.26
5807,-0.05,-1.12
5828,-0.05,-1.26
5850,-0.05,-1.26
5872,-0.05,-1.12
5894,-0.05,-1.26
5915,-0.05,-1.26
5938,-0.05,-1.12
5959,-0.05,-1.26
5981,-0.05,-1.12
6003,-0.05,-1.12
6025,-0.05,-1.26
6046,-0.05,-1.26
6069,-0.05,-1.26
6090,-0.05,-1.26
6112,-0.05,-1.26
6134,-0.05,-1.26
6156,-0.05,-1.26
6177,-0.05,-1.26
6200,-0.05,-1.26
6221,-0.05,-1.26
6243,-0.05,-1.26
6265,-0.05,-1.12
6285,-0.05,-1.26
6306,-0.05,-1.26
6329,-0.04,-1.26
6350,-0.05,-1.12
6372,-0.05,-1.12
6394,-0.05,-1.26
6416,-0.05,-1.12
6437,-0.04,-1.12
6460,-0.05,-1.12
6481,-0.05,-1.26
6503,-0.04,-1.12
6525,-0.05,-1.26
6547,-0.05,-1.26
6568,-0.04,-1.12
6591,-0.05,-1.26
6612,-0.05,-1.26
6634,-0.05,-1.12
6657,-0.05,-1.12
6678,-0.05,-1.12
6700,-0.05,-1.12
6722,-0.05,-1.26
6744,-0.05,-1.26
6765,-0.04,-1.12
6788,-0.05,-1.12
6809,-0.05,-1.26
6831,-0.04,-1.12
6853,-0.05,-1.26
6875,-0.05,-1.26
6900,-0.05,-1.26
6922,-0.05,-1.12
6943,-0.05,-1.26
6966,-0.05,-1.26
6987,-0.05,-1.12
7009,-0.05,-1.26
7031,-0.05,-1.26
7053,-0.04,-1.12
7074,-0.05,-1.12
7097,-0.04,-1.26
7118,-0.04,-1.12
7140,-0.05,-1.26
7161,-0.05,-1.12
7184,-0.04,-1.12
7205,-0.05,-1.26
7227,-0.05,-1.26
7249,-0.04,-1.12
7292,-0.05,-1.52
7315,-0.05,-1.26
7336,-0.05,-1.26
7358,-0.05,-1.26
7380,-0.05,-1.12
7402,-0.05,-1.12
7424,-0.05,-1.12
7446,-0.04,-1.12
7468,-0.05,-1.12
7490,-0.05,-1.26
7512,-0.04,-1.12
7537,-0.05,-1.26
7559,-0.05,-1.26
7581,-0.04,-1.26
7603,-0.05,-1.26
7625,-0.05,-1.12
7647,-0.04,-1.12
7668,-0.05,-1.26
7691,-0.04,-1.12
7712,-0.04,-1.12
7735,-0.04,-1.12
7756,-0.04,-1.12
7779,-0.04,-1.26
7800,-0.05,-1.12
7823,-0.04,-1.12
7844,-0.05,-1.26
7866,-0.05,-1.12
7888,-0.04,-1.12
7910,-0.05,-1.12
7932,-0.05,-1.26
7954,-0.05,-1.12
7976,-0.05,-1.12
7998,-0.04,-1.12
8020,-0.04,-1.26
8042,-0.05,-1.12
8065,-0.04,-1.12
8086,-0.04,-1.12
8108,-0.04,-1.12
8130,-0.04,-1.12
8152,-0.05,-1.26
8177,-0.05,-1.12
8200,-0.04,-1.12
8221,-0.05,-1.26
8244,-0.05,-1.26
8265,-0.04,-1.12
8287,-0.04,-1.26
8309,-0.05,-1.12
8331,-0.05,-1.12
8353,-0.04,-1.12
8375,-0.04,-1.12
8397,-0.05,-1.26
8419,-0.04,-1.26
8441,-0.04,-1.12
8463,-0.04,-1.12
8485,-0.04,-1.12
8507,-0.04,-1.12
8528,-0.05,-1.12
8551,-0.05,-1.26
8572,-0.04,-1.12
8595,-0.04,-1.12
8616,-0.04,-1.12
8639,-0.04,-1.12
8660,-0.05,-1.26
8683,-0.04,-1.12
8705,-0.05,-1.12
8727,-0.05,-1.12
8749,-0.04,-1.12
8770,-0.04,-1.12
8796,-0.05,-1.26
8818,-0.04,-1.12
8840,-0.05,-1.26
8862,-0.05,-1.12
8884,-0.04,-1.12
8905,-0.04,-1.12
8928,-0.04,-1.12
8949,-0.05,-1.12
8972,-0.04,-1.12
8993,-0.04,-1.26
9016,-0.05,-1.26
9037,-0.05,-1.12
9060,-0.04,-1.12
9081,-0.05,-1.12
9103,-0.05,-1.26
9125,-0.04,-1.12
9168,-0.05,-1.39
9190,-0.05,-1.12
9212,-0.05,-1.26
9234,-0.05,-1.12
9255,-0.05,-1.12
9278,-0.05,-1.26
9299,-0.05,-1.26
9321,-0.05,-1.12
9344,-0.05,-1.26
9365,-0.05,-1.12
9387,-0.05,-1.12
9409,-0.05,-1.26
9431,-0.04,-1.12
9456,-0.05,-1.26
9478,-0.05,-1.12
9499,-0.05,-1.26
9522,-0.05,-1.12
9543,-0.04,-1.12
9565,-0.05,-1.12
9587,-0.05,-1.26
9609,-0.04,-1.12
9630,-0.04,-1.12
9653,-0.04,-1.12
9674,-0.04,-1.12
9697,-0.05,-1.12
9718,-0.05,-1.26
9741,-0.04,-1.26
9762,-0.04,-1.26
9784,-0.05,-1.12
9806,-0.04,-1.26
9828,-0.04,-1.26
9849,-0.04,-1.12
9872,-0.04,-1.12
9893,-0.05,-1.12
9916,-0.04,-1.12
9937,-0.04,-1.26
9959,-0.05,-1.12
9981,-0.04,-1.12
10003,-0.04,-1.12
10024,-0.05,-1.12
10047,-0.04,-1.12
10083,-0.05,-1.26
10104,-0.04,-1.12
10127,-0.05,-1.26
10148,-0.05,-1.26
10170,-0.04,-1.26
10192,-0.04,-1.12
10214,-0.04,-1.26
10236,-0.05,-1.12
10258,-0.05,-1.12
10280,-0.04,-1.12
10302,-0.04,-1.12
